miete,mieteqm,flaeche,bjahr,bad,kueche,lage,zh,bezv,bez
1564.6,17.57977,89,1984,0,1,1,1,714,7
605.2,6.877273,88,1957.5,1,0,1,1,2121,21
685.7,14.58936,47,1964,0,0,1,1,2011,20
1474.2,20.475,72,1918,0,1,2,1,961,10
1016.8,14.52571,70,1994.5,0,0,1,1,2512,25
848.9,11.95634,71,1967,0,0,1,1,2221,22
677.7,9.4125,72,1970,0,0,1,1,2011,20
645.7,10.08906,64,1963,0,0,1,1,1406,14
423.1,6.715873,63,1924,0,0,1,1,734,7
808.5,17.20213,47,1986,0,0,1,1,2024,20
642.7,15.30238,42,1973,0,0,1,1,2024,20
725.4,10.66765,68,1972,0,0,1,1,2234,22
768.9,21.96857,35,1957.5,0,0,1,0,563,6
572.6,7.436363,77,1918,0,0,2,0,531,5
737.9,12.50678,59,1964,0,0,2,1,543,5
808.8,8.169697,99,1918,0,0,2,1,543,5
1134.6,17.72812,64,1971,0,0,2,1,413,4
716.7,12.14746,59,1957.5,0,0,2,1,350,4
549.2,21.12308,26,1953,0,0,2,1,360,4
992.8,12.56709,79,1957.5,0,0,2,1,413,4
527.3,13.52051,39,1957.5,0,0,2,1,413,4
1265.9,20.41774,62,1957.5,0,0,2,1,413,4
963,16.32203,59,1956,0,0,1,1,424,4
1188.3,19.16613,62,1983,0,0,2,1,425,4
607.8,10.30169,59,1955,0,0,1,0,1122,11
1200.4,17.65294,68,1960,0,0,1,1,1013,10
528.3,6.687342,79,1971,0,0,1,1,1012,10
1145.8,15.48378,74,1971,0,0,1,1,1012,10
1221,14.89024,82,1963,0,0,1,1,1013,10
810.9,9.769879,83,1918,0,0,1,1,532,5
1688,16.38835,103,1918,1,0,2,1,531,5
1172.3,16.98986,69,1970,1,0,1,1,1363,14
1577.1,19.71375,80,1982,0,0,2,1,1532,15
599.6,15.77895,38,1983,0,0,1,1,1375,14
476,17,28,1960,0,0,2,1,922,9
1464,20.91429,70,1918,0,1,2,1,532,5
1678.4,16.784,100,1918,0,0,1,1,532,5
579.9,7.340507,79,1957.5,0,0,1,1,1013,10
484.7,6.731945,72,1974,0,0,1,1,1015,10
624.9,9.764063,64,1964,0,0,1,1,1026,10
988.3,13.72639,72,1957.5,0,0,1,1,713,7
769.7,20.8027,37,1971,0,0,1,1,1012,10
534.2,19.07857,28,1969,0,0,1,1,1112,11
989.9,7.556489,131,1918,0,0,2,0,1372,14
288.1,7.2025,40,1918,0,0,2,0,541,5
1195.2,17.07429,70,1995,0,0,1,1,2234,22
597.3,15.31538,39,1957.5,0,0,2,1,412,4
777,22.2,35,1971,0,0,1,1,432,4
347.9,9.663889,36,1957.5,0,0,2,0,413,4
1123.6,14.22278,79,1994.5,0,0,1,1,1112,11
1275.5,18.22143,70,1957.5,0,0,2,1,113,1
1676.2,16.11731,104,1961,0,0,1,1,521,5
706.3,10.38676,68,1957.5,0,0,2,1,383,4
538.9,13.81795,39,1962,0,0,2,1,2526,25
578,12.56522,46,1970,0,0,1,1,724,7
911.1,13.20435,69,1965,0,0,1,1,2514,25
820.5,9.767858,84,1973,1,0,1,1,2515,25
726.6,14.532,50,1960,0,0,2,1,2524,25
676.6,21.14375,32,1972,0,0,2,1,2525,25
575.6,21.31852,27,1957.5,0,0,1,1,2513,25
1384.2,12.58364,110,1929,0,0,3,1,912,9
1025.5,23.84884,43,1975,1,0,2,1,372,4
535.9,8.373438,64,1918,0,0,2,1,152,2
1056.8,14.88451,71,1968,0,0,1,1,1641,16
708.6,18.16923,39,1918,0,0,2,1,360,4
1018.4,21.21667,48,1983,0,0,1,1,1821,18
1208.6,16.11467,75,1957.5,0,0,2,1,1853,19
722.5,22.57813,32,1965,0,0,3,1,1854,19
1067.2,15.46667,69,1955,0,0,1,1,1712,17
2068.1,17.23417,120,1918,1,0,2,1,152,2
741.3,11.76667,63,1957.5,0,0,1,1,624,6
672.9,7.476667,90,1918,0,0,2,0,350,4
903.4,14.57097,62,1957.5,0,0,2,1,372,4
1018,19.57692,52,1939,0,0,1,1,816,8
682.4,20.67879,33,1972,0,0,2,1,425,4
1262.8,14.51494,87,1957.5,0,0,2,1,350,4
606.6,25.275,24,1960,0,0,2,1,321,3
965.8,18.57308,52,1960,0,0,2,1,563,6
631,22.53572,28,1991,0,0,1,1,1617,16
1919.8,23.4122,82,1984,0,0,2,1,1334,13
460.1,13.94242,33,1957.5,0,0,1,1,1641,16
713.6,10.97846,65,1964,0,0,1,0,552,6
680.8,9.725714,70,1957.5,0,0,1,1,1025,10
749.7,12.495,60,1958,0,0,1,1,712,7
828.8,13.81333,60,1957.5,0,0,2,1,563,6
1307.9,20.12154,65,1983,0,0,1,1,1912,19
715,9.533334,75,1918,0,0,2,0,531,5
731.4,22.16364,33,1967,0,0,1,1,1361,14
653.9,13.62292,48,1977,0,0,2,1,561,6
1778.8,16.6243,107,1994.5,0,0,1,1,1406,14
669.9,19.70294,34,1957.5,0,0,1,1,915,9
564.2,7.728767,73,1962,0,0,1,1,1712,17
602.1,17.70882,34,1968,0,0,1,1,927,9
1038.3,14.83286,70,1957.5,0,0,1,1,1312,13
661.1,22.03666,30,1918,0,0,2,1,541,5
944.6,14.31212,66,1951,0,0,1,1,1855,19
986.5,23.48809,42,1991,0,0,1,1,623,6
1065.7,11.84111,90,1918,0,0,2,0,543,5
1180.3,11.57157,102,1970,0,0,1,1,2033,20
721.5,8.488235,85,1929,0,0,2,1,1243,12
833.5,11.90714,70,1963,0,0,1,1,1133,11
796.2,12.06364,66,1963,0,0,1,1,421,4
1153.7,17.74923,65,1929,0,0,1,1,1122,11
854.9,10.3,83,1972,0,0,2,1,913,9
523.2,6.54,80,1918,0,0,2,0,232,2
616.8,18.69091,33,1972,0,0,1,1,1321,13
829.9,13.83167,60,1968,0,0,1,1,1342,13
787.1,19.6775,40,1995,0,1,1,1,2314,23
1288.8,15.34286,84,1983,0,0,2,1,2523,25
638.5,7.692771,83,1994.5,0,0,1,1,2514,25
894.2,8.516191,105,1961,0,0,1,1,1402,14
912.6,14.04,65,1957.5,0,0,2,1,372,4
1440,21.17647,68,1959,0,0,2,1,220,2
511.5,11.89535,43,1994.5,0,0,2,1,125,1
646.5,16.57692,39,1957.5,0,0,2,1,321,3
824.6,23.56,35,1994.5,0,0,2,1,321,3
651.1,6.142453,106,1924,0,0,1,0,816,8
1019.1,9.264545,110,1918,0,0,2,1,941,9
1015.8,18.81111,54,1990,0,0,2,1,942,9
547.2,10.72941,51,1972,0,0,1,1,711,7
1269.7,19.83906,64,1981,0,0,2,1,711,7
455.8,10.85238,42,1957,0,0,1,1,282,3
1486.3,12.38583,120,1918,0,0,2,1,273,3
312.7,7.445239,42,1938,0,0,1,1,1921,19
528.3,14.27838,37,1967,0,0,1,1,711,7
424.5,8.663265,49,1957.5,0,0,2,1,943,9
1014,15.36364,66,1968,0,0,2,1,1853,19
2316.6,22.275,104,1983,1,1,3,1,1855,19
912.3,13.22174,69,1959,0,0,1,1,1833,18
612.2,21.86429,28,1965,0,0,1,1,1957,20
1032,18.76364,55,1968,0,0,2,1,917,9
484.8,7.575,64,1957.5,0,0,1,1,623,6
720.8,15.66957,46,1918,0,0,2,1,321,3
833.7,13.895,60,1957.5,0,0,2,0,372,4
787.1,12.10923,65,1963,0,0,1,1,1013,10
606.7,17.33429,35,1972,0,0,1,1,623,6
412.6,6.347692,65,1957.5,0,0,1,0,1832,18
727.3,16.52954,44,1972,0,0,2,1,1333,13
1335.1,14.20319,94,1981,0,0,1,1,1361,14
683.8,25.32593,27,1983,0,0,1,1,1831,18
747.6,14.37692,52,1958,0,0,1,1,1714,17
1079.8,14.79178,73,1918,0,0,1,1,563,6
495.9,13.05,38,1988,0,0,1,1,2524,25
120,0.8108108,148,1918,0,0,2,0,152,2
1443.1,14.431,100,1970,0,0,3,1,1854,19
177.5,4.034091,44,1955,0,0,1,1,1712,17
621,12.67347,49,1957.5,0,0,2,0,232,2
704.2,11.73667,60,1957.5,0,0,2,1,231,2
600.2,9.680645,62,1972,0,0,2,1,220,2
1573.3,17.48111,90,1961,0,0,1,1,1402,14
2080.9,16.78145,124,1979,0,0,1,1,1371,14
717.7,11.04154,65,1967,0,0,1,1,2522,25
968.6,7.874796,123,1929,0,0,1,1,816,8
818.4,12.03529,68,1963,0,0,2,1,2033,20
475.8,6.797143,70,1956,0,0,2,1,2524,25
1295.4,16.1925,80,1968,0,0,1,1,1641,16
877.6,10.44762,84,1967,0,0,1,1,2221,22
1271.6,15.13809,84,1929,0,0,2,1,350,4
775.5,19.88461,39,1960,0,0,1,1,422,4
446.6,12.07027,37,1954,0,0,1,1,2442,24
1047.5,13.7829,76,1957.5,0,0,2,1,411,4
1291.6,17.22133,75,1955,0,0,2,1,411,4
864.3,15.16316,57,1981,0,0,1,1,1012,10
577.1,9.95,58,1956,0,0,1,1,1122,11
1105.5,22.56122,49,1991,0,0,1,1,2424,24
1203.2,19.40645,62,1957.5,0,0,2,1,350,4
915.1,24.73243,37,1957.5,0,0,1,1,323,3
445.7,12.73429,35,1956,0,0,1,1,712,7
1368.2,25.33704,54,1991,0,0,1,1,723,7
949.4,18.988,50,1984,0,0,2,1,321,3
571.8,19.06,30,1939,0,0,1,1,332,3
1031,14.52113,71,1929,0,0,1,1,816,8
677.4,14.1125,48,1939,0,0,1,1,822,8
858.2,14.30333,60,1991,1,0,2,1,284,3
930.1,9.394949,99,1918,0,0,1,1,252,3
782.3,10.29342,76,1929,0,0,1,1,251,3
1672.7,19.00795,88,1991,0,1,1,1,281,3
1309.7,11.09915,118,1918,0,0,1,1,623,6
634.3,17.14324,37,1953,0,0,2,1,360,4
671.9,19.19714,35,1972,0,0,2,1,411,4
357.3,6.616666,54,1960,0,0,1,0,1013,10
784.4,11.70746,67,1972,0,0,1,1,422,4
563.4,13.41429,42,1963,0,0,2,1,543,5
700.7,12.97593,54,1983,0,0,1,1,1822,18
452.1,15.07,30,1929,0,0,1,1,1811,18
1208.9,10.51217,115,1991,0,1,1,1,1313,13
1074.1,19.89074,54,1918,0,0,2,1,942,9
908.9,15.94561,57,1963,0,0,1,1,2514,25
1060.2,9.908411,107,1957.5,0,0,2,1,372,4
1161.5,29.0375,40,1991,0,0,2,1,930,9
583.8,17.17059,34,1929,0,0,1,1,813,8
559.7,14.35128,39,1958,0,0,1,1,963,10
1317.5,19.375,68,1961,0,0,1,1,1134,11
826.7,14.01186,59,1954,0,0,1,1,1132,11
690.7,10.62615,65,1939,0,0,2,0,232,2
365.4,10.44,35,1957.5,0,0,2,1,413,4
716.3,19.89722,36,1972,0,0,2,1,431,4
551.3,7.253947,76,1929,0,0,1,0,2513,25
826,16.52,50,1939,0,0,1,1,2222,22
1140.9,11.64184,98,1996,0,0,1,1,2142,21
1828.7,17.41619,105,1980,0,0,1,1,2146,21
819,8.621053,95,1957.5,0,0,1,1,563,6
1175.8,13.06444,90,1918,0,0,2,0,532,5
1128.5,15.67361,72,1963,0,0,2,1,210,2
484.9,16.72069,29,1969,0,0,2,1,1263,13
1020.9,13.612,75,1975,0,0,2,1,2148,21
748.7,13.86481,54,1969,0,0,1,1,1912,19
810.7,23.16286,35,1970,0,0,1,1,1122,11
959.6,16.83509,57,1959,0,0,2,1,360,4
442.2,7.494915,59,1918,0,0,2,0,543,5
345.8,3.929545,88,1918,0,0,2,0,543,5
1247.8,15.79494,79,1957.5,0,0,1,1,1641,16
877.3,9.53587,92,1918,0,0,1,1,543,5
809.9,14.99815,54,1972,0,0,1,1,1132,11
849.3,9.991765,85,1972,0,0,1,1,1133,11
535.3,10.706,50,1970,1,0,1,1,1123,11
1499.5,17.43605,86,1994,0,0,1,1,1711,17
850.8,18.49565,46,1991,0,0,1,1,1313,13
985.1,14.48676,68,1972,0,0,1,1,1014,10
829.2,18.42667,45,1996,0,0,1,1,1013,10
260,6.666667,39,1986,0,1,1,1,1014,10
623.1,21.48621,29,1971,0,0,2,1,2522,25
987.3,17.63036,56,1996,0,0,1,1,2142,21
560.9,16.02571,35,1968,0,0,1,1,2221,22
729,10.8806,67,1965,0,0,1,1,1957,20
1016.6,19.93333,51,1961,0,0,1,1,1132,11
689.9,13.798,50,1918,0,0,2,0,411,4
1055.5,13.53205,78,1957.5,0,0,2,1,415,4
400.3,11.11944,36,1939,0,0,1,1,2524,25
674.9,13.498,50,1918,0,0,1,0,914,9
622.8,9.295522,67,1939,0,0,1,1,2525,25
1365.7,17.07125,80,1958,0,0,1,1,1723,17
749,10.26027,73,1957.5,0,0,2,0,961,10
1011.2,19.07924,53,1988,0,0,1,1,1841,18
624,12.23529,51,1962,1,0,1,1,1123,11
321.9,7.664286,42,1958,0,0,2,0,413,4
592.2,8.112329,73,1929,0,0,1,1,822,8
951,25.02632,38,1967,0,0,1,1,816,8
767,10.95714,70,1959,0,0,1,1,1714,17
481.2,16.04,30,1983,0,0,1,1,1912,19
478.2,8.539286,56,1918,0,0,1,1,323,3
475.4,13.98235,34,1962,0,0,1,1,421,4
724,9.526316,76,1918,0,0,1,0,623,6
1071.7,14.48243,74,1985,0,0,1,1,252,3
1421.2,18.22051,78,1954,0,0,1,1,331,3
734.3,7.570103,97,1957.5,0,0,2,0,333,3
662,12.49057,53,1960,0,0,2,1,333,3
1230.3,21.96964,56,1918,0,0,1,1,816,8
762.8,10.44932,73,1918,0,0,1,1,822,8
586.4,6.74023,87,1918,0,0,2,0,372,4
744.5,14.89,50,1958,0,0,2,1,333,3
1445.5,13.26147,109,1929,0,0,1,1,282,3
372.4,5.32,70,1918,0,0,1,0,822,8
1063.3,15.19,70,1957.5,0,0,1,1,822,8
685.7,18.53243,37,1957.5,0,0,2,1,321,3
406.4,13.10968,31,1957.5,0,0,1,1,272,3
1790.9,20.82442,86,1991,0,0,2,1,542,5
1150.1,15.97361,72,1954,0,0,2,1,1543,15
750.6,11.91429,63,1961,0,0,1,1,1926,19
1040.6,15.30294,68,1965,0,0,1,1,1957,20
1056.4,14.27568,74,1983,0,0,1,1,1942,19
531.1,23.0913,23,1961,0,0,1,1,1831,18
237.2,4.020339,59,1929,0,0,1,1,1832,18
507.8,15.38788,33,1963,0,0,1,1,1711,17
592.2,9.400001,63,1938,0,0,1,1,1713,17
1048.5,13.44231,78,1971,0,0,1,1,1713,17
784.1,13.51896,58,1970,0,0,1,1,822,8
757.6,9.71282,78,1918,0,0,1,1,822,8
1479.1,15.09286,98,1959,0,0,2,1,1545,15
512,16,32,1952,0,0,2,1,1543,15
509.5,7.076389,72,1982,0,0,1,1,1401,14
714.7,10.21,70,1972,0,0,2,1,1613,16
916.3,19.49574,47,1981,0,0,2,1,563,6
765.4,10.48493,73,1968,0,0,2,1,414,4
688.5,22.95,30,1972,0,0,2,1,414,4
759.1,9.60886,79,1957.5,0,0,2,1,414,4
718.7,13.30926,54,1972,0,0,2,1,414,4
2258.6,22.586,100,1989,1,0,2,1,415,4
785,11.71642,67,1929,0,0,2,0,350,4
1277.9,17.26892,74,1957.5,0,0,2,1,350,4
1170.1,16.02877,73,1977,0,0,1,1,1911,19
754.8,27.95555,27,1972,0,0,2,1,563,6
750.3,13.39821,56,1964,0,0,1,1,1404,14
752.7,15.68125,48,1957,0,0,1,1,1363,14
1561.5,24.02308,65,1918,0,1,3,1,2112,21
1727.1,13.08409,132,1929,0,0,2,1,1243,12
868.4,18.09167,48,1950,0,0,2,1,1343,13
634.2,12.94286,49,1972,0,0,1,1,1957,20
1538.1,14.93301,103,1968,0,0,2,1,1958,20
622.1,6.413402,97,1918,0,0,1,1,816,8
569.3,17.79062,32,1971,0,0,1,1,1713,17
1104.9,17.26406,64,1984,0,0,2,1,350,4
764.1,11.93906,64,1972,0,0,1,1,2421,24
413.1,15.88846,26,1962,0,0,1,1,1013,10
522.4,8.1625,64,1971,0,0,1,1,1013,10
2291.9,25.75168,89,1983,0,0,1,1,252,3
1158.6,16.55143,70,1959,0,0,1,1,282,3
517.3,18.475,28,1958,0,0,1,1,811,8
627.6,16.51579,38,1956,0,0,1,1,1027,10
950.7,18.28269,52,1986,0,0,2,1,964,10
737.7,25.43793,29,1996,0,0,1,1,1612,16
999.8,15.14848,66,1983,0,1,1,1,1312,13
1137.8,11.97684,95,1955,0,0,2,1,1262,13
798.3,12.09545,66,1972,0,0,1,1,1321,13
371.9,5.312857,70,1918,0,0,2,0,531,5
1535.5,15.355,100,1939,0,0,2,1,411,4
659.2,8.451283,78,1918,0,0,1,0,623,6
965,10.96591,88,1972,0,0,1,1,1406,14
741.9,21.19714,35,1984,0,0,1,1,1615,16
509.9,15.45152,33,1962,0,0,1,1,1241,12
1872.4,19.70947,95,1918,0,0,2,1,413,4
1358,19.4,70,1957.5,0,1,2,1,162,2
1326.6,14.11277,94,1979,0,0,1,1,1957,20
1012.6,21.54468,47,1990,0,0,2,1,964,10
749.1,9.248148,81,1973,0,0,1,1,2024,20
668.5,8.570513,78,1968,0,0,1,1,1942,19
1115.1,19.22586,58,1980,0,0,1,1,1914,19
1212.5,17.32143,70,1968,0,0,1,1,711,7
1024.6,19.70385,52,1968,0,0,1,1,1912,19
852,14.68966,58,1963,0,0,1,1,422,4
765.5,17.80233,43,1981,0,0,1,1,1013,10
721.1,17.5878,41,1970,0,0,1,1,1375,14
904.1,15.58793,58,1972,0,0,1,1,1402,14
936.6,12.488,75,1960,0,0,2,1,532,5
973,18.01852,54,1983,0,0,2,1,1372,14
533.4,12.7,42,1956,0,0,1,1,1363,14
239.5,3.991667,60,1939,0,0,1,0,1402,14
3594.6,24.79035,145,1918,0,0,2,1,232,2
858.9,9.987209,86,1954,0,0,1,1,1363,14
1308,13.08,100,1918,0,0,2,1,231,2
1306.9,24.20185,54,1993,0,0,1,1,2114,21
1471.5,19.36184,76,1991,1,0,2,1,1653,17
610.9,20.36333,30,1983,0,0,2,1,961,10
546.1,14.00256,39,1918,0,0,2,0,531,5
703.4,9.769444,72,1957.5,0,0,2,1,413,4
716.8,9.686486,74,1957.5,0,0,2,1,411,4
1028.2,11.95581,86,1966,0,0,1,1,2221,22
972.1,15.93606,61,1983,0,0,1,1,2221,22
727.1,12.11833,60,1972,0,0,1,1,713,7
1042.4,15.10725,69,1972,0,0,1,1,711,7
887.9,8.879001,100,1957.5,0,0,2,1,531,5
484.1,7.808064,62,1918,0,0,1,0,624,6
702.9,10.98281,64,1957.5,0,0,1,1,623,6
871.4,11.31688,77,1918,0,0,1,1,623,6
924.8,12.16842,76,1968,0,0,1,1,1641,16
882.1,11.02625,80,1969,0,0,1,1,1642,16
447.8,16.58518,27,1960,0,0,2,1,951,10
903.6,8.214545,110,1918,1,0,2,1,941,9
591.9,8.108219,73,1964,0,0,1,1,1123,11
521.5,7.783582,67,1957.5,0,0,2,0,321,3
107.7,2.447727,44,1936,0,0,2,0,712,7
1096.5,10.965,100,1918,0,0,1,1,273,3
812.9,11.95441,68,1954,0,0,1,1,963,10
609.3,9.827419,62,1972,0,0,2,1,964,10
1244.7,15.36667,81,1970,0,0,1,1,1833,18
643.5,11.91667,54,1960,0,0,1,1,1811,18
537.5,17.91667,30,1970,0,0,1,1,1013,10
1860,20.43956,91,1985,0,0,2,1,926,9
608.7,7.705063,79,1918,0,0,1,0,542,5
884.4,15.79286,56,1970,0,0,1,1,1851,19
690.2,18.65405,37,1972,0,0,1,1,1124,11
1055.3,15.07572,70,1989,0,0,2,1,1957,20
280.3,7.0075,40,1983,0,0,2,1,916,9
881.5,13.56154,65,1918,0,0,1,1,623,6
1039.6,17.32667,60,1939,0,0,2,1,413,4
950.8,13.98235,68,1957.5,0,0,2,1,350,4
821.6,10.67013,77,1957.5,0,0,2,1,350,4
1250.2,15.43457,81,1957.5,0,0,2,1,350,4
1531.6,15.95417,96,1918,0,0,2,1,350,4
1991.7,16.5975,120,1924,0,0,2,1,512,5
509.2,12.12381,42,1973,0,0,1,1,2024,20
702.9,16.34651,43,1964,0,0,1,1,1714,17
424,7.438597,57,1918,0,0,1,1,552,6
818.3,8.022549,102,1918,0,0,1,1,1832,18
464.1,8.001724,58,1969,0,0,1,1,1617,16
507.9,10.158,50,1957.5,0,0,2,1,1852,19
578.8,11.81224,49,1969,0,0,1,1,1712,17
813.2,10.03951,81,1970,0,0,1,1,1723,17
652.3,23.29643,28,1972,0,0,2,1,1723,17
2280.7,21.92981,104,1990,1,0,2,1,1842,18
1164.4,17.3791,67,1918,0,0,2,1,210,2
902,13.87692,65,1918,0,0,2,0,543,5
1444.5,20.63571,70,1985,0,0,3,1,1955,20
1150.1,15.75479,73,1934,0,0,2,1,1853,19
873.7,10.65488,82,1953,0,0,1,1,1721,17
1313.7,15.63929,84,1957.5,0,0,2,1,360,4
526.1,11.69111,45,1933,0,0,1,1,1641,16
587.4,9.79,60,1929,0,0,2,1,425,4
1028.3,15.34776,67,1957.5,0,0,2,1,411,4
1178.7,15.92838,74,1960,0,0,1,1,1822,18
491.1,10.91333,45,1984,0,1,1,1,1713,17
1657.1,19.72738,84,1965,1,0,1,1,2221,22
1582.5,15.825,100,1954,0,0,2,1,426,4
1513.9,15.139,100,1918,0,0,2,1,1263,13
972.7,9.92551,98,1929,0,0,2,1,1243,12
1101.9,19.67679,56,1992,0,1,1,1,622,6
411.5,8.23,50,1954,0,0,2,1,1242,12
1030.1,16.61452,62,1957.5,0,0,1,1,1912,19
1404.6,21.94687,64,1918,0,0,3,1,911,9
715.7,13.50377,53,1972,0,0,1,1,1913,19
1278.7,15.98375,80,1918,0,0,2,1,914,9
912.9,13.23044,69,1961,0,0,1,1,1013,10
978.7,11.38023,86,1957.5,0,0,1,1,2514,25
718.2,20.52,35,1971,0,0,2,1,916,9
580.6,9.518032,61,1939,0,0,1,1,916,9
1127.9,14.09875,80,1976,0,0,2,1,1408,14
705.7,17.6425,40,1929,0,0,1,1,816,8
1108.8,17.88387,62,1929,0,1,1,1,816,8
651.5,10.02308,65,1918,0,0,2,0,321,3
462.3,9.631249,48,1957.5,0,0,1,1,1912,19
696.9,9.292001,75,1957.5,0,0,2,1,372,4
932.4,15.54,60,1957.5,0,0,1,1,962,10
772.6,8.397826,92,1957.5,0,0,2,1,210,2
1158.3,18.68226,62,1957.5,0,0,2,0,411,4
717.7,8.544047,84,1974,0,0,1,1,1402,14
633.6,10.21935,62,1939,0,0,2,1,350,4
397.9,2.763194,144,1918,0,0,1,0,1711,17
919.9,20.44222,45,1984,0,0,2,1,162,2
566.6,10.69057,53,1963,0,0,2,1,561,6
603.7,10.06167,60,1918,0,0,1,0,623,6
570.3,8.773846,65,1957.5,0,0,2,1,426,4
897.6,11.81053,76,1929,0,0,2,1,360,4
885.8,13.62769,65,1929,0,0,2,1,372,4
329.3,7.317778,45,1918,0,0,2,0,531,5
557.9,12.39778,45,1960,0,0,2,1,1613,16
1589,15.89,100,1960,0,0,2,1,113,1
1084.6,16.18806,67,1960,0,0,2,1,1241,12
593.2,11.40769,52,1960,0,0,1,1,2131,21
700,8.235294,85,1918,0,0,2,1,563,6
1750.6,18.6234,94,1972,0,0,1,1,322,3
894.6,15.42414,58,1959,0,0,1,1,1833,18
373.3,12.44333,30,1958,0,0,1,1,1712,17
1039.8,11.30217,92,1918,1,0,2,1,372,4
589.4,8.42,70,1951,0,0,1,0,734,7
880.6,12.58,70,1918,0,0,2,1,541,5
1817.4,19.13053,95,1984,1,0,3,1,1955,20
660.4,15.72381,42,1958,0,0,1,1,1841,18
1401.6,15.57333,90,1959,0,0,1,1,1833,18
992.9,21.58478,46,1985,0,0,1,1,1934,19
1193.6,17.05143,70,1967,0,0,1,1,612,6
1077.3,19.2375,56,1973,0,0,2,1,241,2
525,9.545455,55,1983,0,0,1,1,1345,13
525.2,17.50667,30,1972,0,0,2,1,942,9
678.6,12.11786,56,1962,0,0,1,1,2514,25
1055.5,15.07857,70,1957.5,0,0,1,1,711,7
1552.4,16.87391,92,1918,0,0,1,1,822,8
668.7,12.61698,53,1939,0,0,2,0,543,5
791,15.21154,52,1959,0,0,1,1,1833,18
1445.9,22.24462,65,1985,0,1,1,1,1841,18
1304.9,21.04677,62,1967,0,0,1,1,1713,17
714.6,10.50882,68,1970,0,0,2,1,1933,19
705.1,15.66889,45,1937,0,0,1,1,1622,16
922.1,14.87258,62,1957.5,0,0,1,1,623,6
598.5,11.50961,52,1958,0,0,1,1,713,7
501.2,11.13778,45,1956,0,0,1,1,713,7
1116.9,16.92273,66,1991,0,1,1,1,1313,13
697.9,8.021839,87,1929,0,0,2,0,350,4
1058.2,18.24483,58,1957.5,0,0,2,1,153,2
972.5,11.57738,84,1958,0,0,1,1,422,4
1302.8,13.29388,98,1988,0,0,2,1,1934,19
1301.4,18.59143,70,1995,0,0,1,1,2424,24
1081,13.0241,83,1968,0,0,1,1,1942,19
933,9.424242,99,1968,0,0,1,1,1942,19
681.8,9.74,70,1970,0,0,1,1,1406,14
1470.4,20.14247,73,1992,0,0,1,1,1406,14
2091,18.66964,112,1918,0,1,2,1,360,4
791.6,13.64828,58,1918,0,0,1,1,814,8
835.2,16.06154,52,1957.5,1,0,2,1,372,4
716.2,20.46286,35,1957.5,0,0,1,1,1711,17
745.9,14.62549,51,1969,0,0,1,1,1711,17
601.3,20.04333,30,1969,0,0,1,1,1621,16
866.3,14.43833,60,1961,0,0,1,1,1712,17
761,10.42466,73,1918,0,0,1,1,1711,17
682.6,10.34242,66,1952,0,0,2,1,1372,14
480.9,8.150847,59,1918,0,0,2,0,153,2
673,10.85484,62,1962,0,0,1,1,713,7
691.8,22.31613,31,1965,0,0,1,1,1944,19
757.1,9.832467,77,1957.5,0,0,2,1,372,4
528.8,7.892537,67,1939,0,0,2,1,425,4
752.6,13.20351,57,1959,0,0,2,1,232,2
1153.3,13.10568,88,1957.5,0,0,1,1,2221,22
1008.4,12.76456,79,1960,0,0,1,1,612,6
601.6,9.255384,65,1918,0,0,2,1,220,2
749.7,7.35,102,1918,0,0,1,0,552,6
473,7.390625,64,1929,0,0,1,0,915,9
543.7,15.53429,35,1974,0,0,1,1,915,9
1010.9,12.63625,80,1970,0,0,1,1,1375,14
803.8,12.36615,65,1971,0,0,1,1,1713,17
1059.3,16.55156,64,1972,0,0,1,1,1404,14
655.3,15.98293,41,1972,0,0,1,1,1406,14
624.7,15.6175,40,1957.5,0,0,1,1,2135,21
782.4,13.97143,56,1958,0,0,2,1,341,3
1061.1,13.26375,80,1918,0,0,2,0,944,9
763,11.92188,64,1918,0,0,1,1,962,10
1100.2,10.00182,110,1918,0,0,1,1,564,6
1036,10.79167,96,1983,1,0,1,1,963,10
670.3,10.81129,62,1918,0,0,2,1,521,5
870.3,12.43286,70,1924,0,0,2,1,531,5
1032,10.32,100,1970,1,0,2,1,522,5
1655.1,17.24063,96,1991,1,0,1,1,1635,16
635.5,14.44318,44,1963,0,0,2,1,231,2
258.9,7.845454,33,1960,0,0,1,1,951,10
519.2,8.653334,60,1952,0,0,2,0,413,4
792.7,24.77188,32,1957.5,0,0,2,1,350,4
535.1,7.869117,68,1918,0,0,1,1,563,6
2209.6,20.84528,106,1977,0,0,2,1,284,3
576,12.25532,47,1929,0,0,1,1,522,5
1374.2,17.61795,78,1981,1,0,1,1,563,6
678.2,11.30333,60,1961,0,0,1,1,432,4
1093.8,12.86824,85,1964,0,0,1,1,1133,11
950.3,13.19861,72,1958,0,0,1,1,1375,14
1636.3,15.58381,105,1980,1,0,1,1,1313,13
1499,21.41429,70,1983,0,0,1,1,1721,17
623.8,16.41579,38,1971,0,0,1,1,1912,19
807.2,20.18,40,1929,0,0,2,1,512,5
425.2,15.18571,28,1957,0,0,1,1,1833,18
1000.3,17.8625,56,1972,0,0,1,1,1617,16
799.6,22.84571,35,1976,0,0,1,1,565,6
714.9,10.21286,70,1962,0,0,2,1,1935,19
1406.4,13.26792,106,1953,0,0,1,1,1721,17
772.2,23.4,33,1972,0,0,2,1,942,9
